ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.6722,Caleb,Houstan,SF,ORL,CHI,ORL@CHI,8:00PM EDT,10,3.6," "," "
nba.p.10095,Anthony,Black,PG,ORL,CHI,ORL@CHI,8:00PM EDT,10,21.8," "," "
nba.p.10106,Jett,Howard,SF,ORL,CHI,ORL@CHI,8:00PM EDT,10,5.4," "," "
nba.p.10275,Tristan,Da Silva,PF,ORL,CHI,ORL@CHI,8:00PM EDT,10,-1.0," "," "
nba.p.4897,Nikola,Vucevic,C,CHI,ORL,ORL@CHI,8:00PM EDT,35,37.6," "," "
nba.p.5324,Zach,LaVine,SF,CHI,ORL,ORL@CHI,8:00PM EDT,28,37.2," "," "
nba.p.5764,Lonzo,Ball,PG,CHI,ORL,ORL@CHI,8:00PM EDT,14,13.4,INJ," "
nba.p.5893,Torrey,Craig,PF,CHI,ORL,ORL@CHI,8:00PM EDT,10,14.4," "," "
nba.p.6043,Jevon,Carter,SG,CHI,ORL,ORL@CHI,8:00PM EDT,10,4.5," "," "
nba.p.6169,Coby,White,PG,CHI,ORL,ORL@CHI,8:00PM EDT,32,34.4," "," "
nba.p.6234,Talen,Horton-Tucker,SG,CHI,ORL,ORL@CHI,8:00PM EDT,13,1.8," "," "
nba.p.6396,Patrick,Williams,SF,CHI,ORL,ORL@CHI,8:00PM EDT,16,20.1," "," "
nba.p.6402,Jalen,Smith,C,CHI,ORL,ORL@CHI,8:00PM EDT,14,20.4,GTD," "
nba.p.6548,Josh,Giddey,SG,CHI,ORL,ORL@CHI,8:00PM EDT,27,31.6," "," "
nba.p.6555,Chris,Duarte,SF,CHI,ORL,ORL@CHI,8:00PM EDT,10,3.8," "," "
nba.p.6580,Ayo,Dosunmu,PG,CHI,ORL,ORL@CHI,8:00PM EDT,22,19.4," "," "
nba.p.6651,DJ,Steward,PG,CHI,ORL,ORL@CHI,8:00PM EDT,10,0.0," "," "
nba.p.6708,Dalen,Terry,SG,CHI,ORL,ORL@CHI,8:00PM EDT,10,5.1," "," "
nba.p.6731,E.J.,Liddell,SG,CHI,ORL,ORL@CHI,8:00PM EDT,10,2.5," "," "
nba.p.10083,Julian,Phillips,SF,CHI,ORL,ORL@CHI,8:00PM EDT,10,9.8," "," "
nba.p.10126,Adama,Sanogo,C,CHI,ORL,ORL@CHI,8:00PM EDT,10,8.6," "," "
nba.p.10265,Matas,Buzelis,SF,CHI,ORL,ORL@CHI,8:00PM EDT,12,3.8," "," "
nba.p.4913,Bojan,Bogdanovic,PF,BKN,MEM,BKN@MEM,8:00PM EDT,19,20.4,INJ," "
nba.p.5187,Dennis,Schroder,PG,BKN,MEM,BKN@MEM,8:00PM EDT,23,36.5," "," "
nba.p.5600,Ben,Simmons,PG,BKN,MEM,BKN@MEM,8:00PM EDT,25,20.3," "," "
nba.p.5693,Dorian,Finney-Smith,PF,BKN,MEM,BKN@MEM,8:00PM EDT,15,25.2," "," "
nba.p.6065,Shake,Milton,PG,BKN,MEM,BKN@MEM,8:00PM EDT,10,4.7," "," "
nba.p.6173,Cameron,Johnson,PF,BKN,MEM,BKN@MEM,8:00PM EDT,21,28.0," "," "
